height_cm,weight_kg,preferred_foot,skill_moves,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_heading_accuracy,skill_curve,skill_fk_accuracy,skill_long_passing,movement_agility,movement_balance,power_jumping,mentality_aggression,mentality_penalties,position
175,71,1,2,67.0,56.0,53.0,65.0,28.0,45.0,52,37,52,49,50,66,72,46,43,53,RW
182,72,1,2,72.0,52.0,58.0,55.0,35.0,49.0,49,52,48,50,54,54,60,51,45,38,CAM
179,70,1,2,66.0,44.0,56.0,59.0,51.0,58.0,35,49,51,54,62,62,61,65,58,39,CM
182,75,1,2,66.0,50.0,60.0,56.0,49.0,58.0,51,60,49,47,71,52,60,57,61,50,CM
180,75,1,2,63.0,50.0,64.0,59.0,44.0,49.0,54,50,60,47,67,50,63,54,42,55,CAM
178,73,1,3,65.0,44.0,58.0,59.0,54.0,55.0,52,50,39,45,66,60,65,58,63,47,CDM
188,79,1,2,54.0,40.0,53.0,56.0,58.0,63.0,43,60,47,42,58,53,53,56,63,49,CDM
175,70,0,2,60.0,48.0,58.0,57.0,58.0,58.0,53,51,55,51,61,55,65,62,55,58,CDM
177,77,1,3,71.0,56.0,56.0,57.0,47.0,59.0,58,55,44,55,55,65,55,62,52,62,RW
181,77,1,3,71.0,56.0,58.0,58.0,47.0,56.0,55,55,55,48,58,65,55,48,45,62,RW
189,82,1,2,62.0,35.0,49.0,46.0,58.0,64.0,53,70,34,29,49,45,55,70,49,50,CB
177,75,1,3,63.0,53.0,60.0,58.0,54.0,55.0,55,55,60,50,67,68,67,60,48,52,CAM
185,82,1,2,60.0,35.0,47.0,45.0,60.0,61.0,44,55,40,42,50,48,55,70,55,52,CB
182,80,1,3,66.0,48.0,48.0,54.0,57.0,57.0,60,52,35,45,45,50,55,60,55,55,RB
179,75,1,2,69.0,37.0,53.0,57.0,54.0,64.0,52,60,43,55,55,65,65,70,75,50,RB
174,64,1,2,61.0,48.0,64.0,58.0,43.0,42.0,53,52,58,52,68,46,79,51,40,58,CAM
180,70,1,2,33.0,54.0,56.0,56.0,61.0,72.0,54,52,49,52,57,71,61,62,74,48,RB
186,75,1,2,49.0,58.0,50.0,57.0,53.0,64.0,46,38,41,27,50,56,66,33,70,58,LB
183,71,1,2,50.0,37.0,52.0,52.0,58.0,63.0,54,55,42,36,54,47,52,70,60,47,RB
190,98,1,2,32.0,33.0,46.0,46.0,55.0,73.0,35,58,33,28,45,29,38,47,71,33,CB
178,76,1,2,51.0,54.0,57.0,59.0,56.0,66.0,52,54,51,57,60,66,70,68,58,53,CM
179,77,1,2,66.0,42.0,54.0,60.0,53.0,59.0,54,52,48,49,53,75,75,65,56,48,RB
182,88,0,2,46.0,43.0,42.0,34.0,57.0,74.0,48,49,58,55,42,40,63,69,66,60,CB
179,69,0,2,50.0,43.0,50.0,50.0,55.0,70.0,51,57,47,56,52,54,51,76,63,38,CB
173,64,0,2,75.0,37.0,48.0,55.0,53.0,61.0,54,48,42,45,40,72,82,60,53,39,LB
183,71,1,2,66.0,52.0,53.0,57.0,58.0,69.0,47,57,33,42,63,63,76,69,66,38,CM
180,85,1,3,74.0,52.0,54.0,59.0,48.0,60.0,62,49,37,42,53,62,59,61,54,43,RWB
175,74,1,2,59.0,37.0,47.0,56.0,59.0,61.0,47,35,31,28,42,74,73,71,65,33,CDM
179,71,1,2,63.0,53.0,54.0,56.0,54.0,65.0,50,50,52,43,54,64,65,57,55,49,CDM
178,72,1,2,69.0,53.0,55.0,58.0,60.0,68.0,45,53,54,52,55,70,74,53,70,44,CM
185,73,1,2,76.0,54.0,57.0,56.0,50.0,63.0,49,55,49,48,60,65,59,63,65,60,CAM
183,78,1,2,71.0,59.0,56.0,57.0,53.0,63.0,56,57,59,56,55,80,62,59,50,56,CM
176,70,0,2,72.0,26.0,42.0,52.0,57.0,65.0,49,51,42,41,32,69,68,61,57,40,LB
172,71,1,2,59.0,48.0,57.0,59.0,61.0,62.0,52,48,35,38,53,69,75,88,66,43,CM
171,57,1,2,79.0,48.0,50.0,58.0,25.0,42.0,57,37,44,48,40,76,88,46,42,46,RM
173,70,0,3,32.0,57.0,62.0,60.0,58.0,58.0,71,55,42,30,66,32,82,84,64,45,LM
178,75,1,2,62.0,32.0,43.0,44.0,58.0,59.0,30,50,21,28,56,48,68,67,56,33,CB
178,68,1,2,72.0,53.0,56.0,57.0,52.0,64.0,52,44,49,44,55,67,67,58,59,44,CDM
172,68,1,3,70.0,52.0,56.0,63.0,50.0,56.0,56,46,56,52,52,82,85,54,44,53,CAM
181,71,1,2,75.0,38.0,55.0,58.0,52.0,57.0,64,39,53,34,59,66,71,59,49,35,RM
174,68,1,3,75.0,41.0,57.0,62.0,46.0,63.0,47,37,47,39,60,61,79,51,62,50,CM
179,66,0,2,79.0,53.0,50.0,59.0,34.0,59.0,57,45,53,52,44,71,75,65,31,50,LM
186,82,1,2,72.0,55.0,46.0,52.0,36.0,72.0,40,62,37,33,44,53,64,70,69,51,ST
190,80,1,2,55.0,31.0,38.0,44.0,57.0,63.0,34,56,33,33,39,41,54,68,55,41,CB
184,78,1,2,52.0,29.0,43.0,38.0,59.0,58.0,32,64,34,28,47,46,54,71,51,48,CB
190,83,1,2,53.0,27.0,37.0,45.0,57.0,66.0,24,58,30,25,36,49,68,68,55,42,CB
168,63,1,2,66.0,46.0,53.0,57.0,52.0,56.0,56,42,41,51,52,74,54,63,43,44,LB
181,81,1,3,81.0,47.0,52.0,57.0,35.0,59.0,51,39,41,39,55,74,57,54,40,61,LM
187,72,1,3,65.0,53.0,58.0,59.0,43.0,58.0,55,38,38,56,57,64,65,56,45,42,CM
182,71,1,2,64.0,57.0,44.0,58.0,26.0,59.0,44,59,40,29,25,67,62,64,58,58,ST
181,80,1,2,66.0,58.0,41.0,57.0,27.0,53.0,33,57,39,29,33,65,67,66,39,55,ST
178,71,0,2,76.0,52.0,55.0,58.0,51.0,63.0,56,50,46,45,53,73,58,68,60,52,CAM
184,83,1,2,67.0,28.0,47.0,42.0,57.0,67.0,56,54,35,34,48,55,52,62,66,35,CB
180,80,0,2,59.0,27.0,46.0,49.0,56.0,65.0,54,53,22,26,47,52,62,66,51,34,LB
182,78,1,2,71.0,57.0,48.0,55.0,23.0,62.0,49,55,48,53,41,65,55,73,35,60,ST
176,70,1,3,59.0,49.0,59.0,63.0,54.0,56.0,59,46,44,38,58,66,64,49,51,59,CM
183,77,1,2,70.0,29.0,49.0,53.0,52.0,65.0,51,51,44,28,48,67,63,68,60,31,RWB
179,70,0,2,88.0,48.0,47.0,58.0,43.0,57.0,53,45,43,40,34,83,79,48,42,37,LM
171,64,0,2,78.0,29.0,49.0,57.0,50.0,60.0,57,42,47,34,47,73,83,75,44,52,LB
184,78,1,2,43.0,55.0,55.0,54.0,56.0,65.0,52,56,56,52,56,50,54,58,61,54,CDM
188,75,1,2,57.0,56.0,60.0,59.0,51.0,57.0,60,53,55,55,59,56,58,52,44,60,CM
174,63,0,2,67.0,27.0,41.0,51.0,55.0,58.0,52,53,33,29,20,58,73,61,54,31,LB
169,60,1,2,77.0,48.0,47.0,63.0,24.0,37.0,50,35,40,37,46,77,93,48,39,54,LM
181,74,0,2,70.0,57.0,40.0,55.0,22.0,56.0,33,58,40,30,35,61,63,71,39,58,ST
178,70,0,2,69.0,30.0,48.0,51.0,57.0,59.0,53,56,41,39,45,57,77,74,60,34,LB
182,84,1,2,70.0,55.0,47.0,60.0,24.0,60.0,57,53,37,24,35,67,70,69,45,49,RW
180,77,1,2,66.0,43.0,51.0,56.0,60.0,60.0,44,48,35,34,39,64,64,61,39,47,CDM
168,62,0,2,59.0,55.0,55.0,62.0,32.0,34.0,59,46,46,39,54,58,89,42,31,63,LM
196,96,0,2,35.0,27.0,37.0,36.0,56.0,77.0,24,63,21,17,45,39,42,65,65,19,CB
180,75,1,2,66.0,31.0,47.0,56.0,55.0,60.0,42,40,42,30,55,72,58,59,56,34,RB
174,70,0,2,64.0,51.0,64.0,65.0,43.0,43.0,65,47,69,52,62,68,72,51,43,52,CM
179,85,1,2,58.0,43.0,53.0,59.0,53.0,71.0,47,47,43,36,57,67,68,79,57,40,CDM
185,79,1,2,80.0,25.0,34.0,38.0,59.0,65.0,34,47,31,21,33,55,54,75,47,43,CB
180,80,1,2,77.0,55.0,47.0,63.0,21.0,51.0,41,55,35,30,50,79,73,59,30,59,ST
193,78,1,2,57.0,57.0,44.0,53.0,31.0,65.0,39,65,39,28,36,55,60,71,55,61,ST
185,80,1,2,65.0,59.0,43.0,54.0,23.0,57.0,32,53,39,27,39,63,59,69,36,64,ST
174,70,1,2,63.0,43.0,51.0,62.0,56.0,62.0,46,48,40,44,59,68,75,54,43,45,CDM
176,80,1,3,60.0,52.0,58.0,60.0,54.0,56.0,55,43,41,57,63,54,65,55,53,37,CM
173,70,0,2,72.0,40.0,45.0,58.0,54.0,53.0,54,43,51,36,39,78,63,60,59,50,LB
184,70,1,3,74.0,43.0,53.0,60.0,37.0,56.0,54,44,63,61,45,70,59,59,35,48,LM
187,88,1,2,62.0,32.0,39.0,40.0,57.0,68.0,32,55,22,26,50,60,56,68,61,32,CB
175,66,0,2,61.0,41.0,47.0,54.0,54.0,63.0,53,47,46,40,47,66,72,76,68,47,LB
195,75,1,2,54.0,38.0,41.0,35.0,60.0,60.0,32,57,41,48,40,50,32,70,56,44,CB
185,76,1,3,61.0,56.0,44.0,55.0,27.0,55.0,34,59,42,38,37,49,46,49,37,61,ST
178,65,1,2,72.0,53.0,48.0,62.0,23.0,58.0,42,54,37,41,44,65,65,68,39,55,LW
172,64,1,2,58.0,46.0,54.0,60.0,58.0,59.0,48,59,48,45,55,50,78,54,49,51,CDM
170,60,1,3,73.0,48.0,52.0,63.0,43.0,43.0,54,47,52,34,52,79,77,63,48,35,LM
184,75,1,2,64.0,33.0,54.0,55.0,52.0,64.0,56,47,38,27,60,62,65,70,57,39,RB
183,78,1,2,68.0,32.0,48.0,54.0,56.0,69.0,57,56,41,29,48,64,59,67,59,32,CB
195,81,1,2,65.0,28.0,43.0,45.0,56.0,65.0,38,59,30,29,51,52,50,67,68,34,CB
170,64,0,2,78.0,41.0,48.0,56.0,51.0,52.0,58,46,42,39,42,70,81,62,57,47,LB
183,70,1,2,51.0,33.0,36.0,37.0,58.0,60.0,29,56,30,32,33,37,54,73,57,46,CB
183,70,1,2,72.0,36.0,48.0,53.0,53.0,64.0,53,51,34,29,48,66,63,70,63,33,RB
174,70,1,2,63.0,44.0,54.0,60.0,30.0,36.0,55,36,43,35,52,60,79,36,30,45,LM
186,75,1,2,63.0,59.0,44.0,54.0,20.0,65.0,29,57,54,44,42,56,64,66,61,60,ST
191,83,0,2,64.0,49.0,54.0,59.0,56.0,71.0,45,55,42,40,58,63,50,55,74,55,CM
185,82,1,3,75.0,53.0,52.0,57.0,52.0,62.0,53,54,48,31,48,63,60,65,45,57,RB
175,68,0,3,73.0,55.0,49.0,62.0,25.0,44.0,45,51,45,36,47,85,75,70,32,57,RW
168,62,0,2,62.0,42.0,60.0,56.0,50.0,44.0,62,59,46,45,63,61,89,55,38,58,LM
175,65,0,3,70.0,49.0,53.0,66.0,34.0,42.0,45,30,52,49,52,77,80,74,46,41,CAM
180,70,1,2,78.0,24.0,43.0,53.0,51.0,55.0,53,40,28,33,34,62,78,75,49,32,RB
175,66,1,2,70.0,50.0,58.0,62.0,42.0,57.0,48,40,53,47,61,70,71,51,45,51,CM
177,73,0,2,73.0,57.0,42.0,61.0,28.0,58.0,38,60,39,37,34,68,74,68,39,70,ST
181,75,0,2,72.0,52.0,52.0,57.0,35.0,54.0,54,38,44,39,51,58,65,49,35,57,LM
174,66,1,2,64.0,49.0,57.0,63.0,40.0,45.0,55,41,53,43,62,69,72,58,40,44,CAM
184,69,1,2,75.0,57.0,44.0,60.0,19.0,47.0,30,52,53,31,37,62,66,57,30,58,ST
175,70,0,2,76.0,23.0,43.0,56.0,52.0,66.0,52,42,32,30,41,75,74,64,80,35,LB
183,85,1,2,55.0,26.0,43.0,47.0,57.0,65.0,35,54,29,29,48,46,58,72,52,32,CB
178,70,1,2,67.0,51.0,58.0,58.0,47.0,54.0,48,52,44,52,64,62,63,58,53,54,CM
180,72,1,3,68.0,57.0,54.0,60.0,25.0,70.0,48,46,56,52,51,65,68,65,68,60,CF
173,68,1,3,69.0,51.0,58.0,65.0,50.0,56.0,53,44,60,50,60,74,81,56,46,48,CM
177,78,1,2,54.0,31.0,31.0,37.0,61.0,58.0,34,69,27,28,30,48,75,70,62,39,CB
189,81,1,2,52.0,28.0,29.0,33.0,60.0,64.0,35,63,32,31,25,39,38,61,60,31,CB
175,70,1,3,73.0,49.0,54.0,62.0,24.0,46.0,61,32,54,44,50,62,75,43,38,36,RM
184,79,1,2,61.0,34.0,46.0,49.0,56.0,62.0,52,53,39,34,48,58,48,63,55,42,RB
170,67,1,2,65.0,42.0,56.0,64.0,58.0,58.0,51,39,40,35,60,71,83,59,63,37,CM
173,70,1,2,67.0,43.0,57.0,61.0,48.0,64.0,53,41,40,42,61,79,78,74,57,38,CM
187,79,1,2,63.0,35.0,48.0,51.0,55.0,68.0,45,59,46,32,52,65,45,66,57,30,CB
187,83,1,2,61.0,40.0,50.0,56.0,54.0,67.0,55,56,35,29,52,71,55,79,44,37,RB
182,78,1,3,89.0,55.0,50.0,60.0,33.0,63.0,53,43,43,33,40,85,66,56,52,50,ST
188,78,1,2,80.0,58.0,45.0,56.0,31.0,72.0,45,61,50,31,39,63,48,72,61,56,RM
178,73,1,2,67.0,33.0,46.0,52.0,53.0,71.0,54,43,46,29,40,62,53,79,67,34,RB
174,64,1,2,79.0,51.0,55.0,58.0,48.0,59.0,58,40,64,40,51,78,74,48,43,40,LB
178,72,0,3,84.0,54.0,50.0,58.0,27.0,49.0,50,47,45,43,45,74,75,57,38,49,RW
178,72,1,2,64.0,42.0,53.0,55.0,56.0,61.0,39,46,40,43,58,57,70,76,59,49,CDM
180,70,1,2,59.0,39.0,45.0,51.0,56.0,60.0,55,51,38,36,34,58,65,61,62,38,RB
178,69,1,3,81.0,49.0,53.0,60.0,25.0,41.0,56,34,47,44,43,80,75,45,32,48,LM
178,72,0,2,63.0,41.0,53.0,57.0,53.0,61.0,43,46,40,33,57,66,67,58,66,38,CDM
172,70,0,2,68.0,56.0,53.0,62.0,30.0,40.0,53,41,49,41,51,59,77,36,33,62,LM
189,78,1,2,67.0,23.0,37.0,41.0,57.0,66.0,20,55,27,23,42,40,57,78,48,39,CB
186,78,1,2,76.0,34.0,44.0,52.0,57.0,67.0,41,51,36,31,41,60,65,70,57,38,CB
175,70,1,3,81.0,58.0,53.0,60.0,28.0,53.0,53,48,55,66,48,81,69,55,47,55,ST
171,64,1,2,62.0,47.0,58.0,61.0,50.0,45.0,46,41,62,60,61,66,82,58,55,55,CM
181,73,1,2,55.0,62.0,44.0,53.0,19.0,52.0,35,57,43,34,32,57,65,65,30,48,ST
176,69,1,2,63.0,44.0,50.0,56.0,56.0,66.0,40,52,39,42,54,71,73,56,60,44,CDM
178,71,1,2,68.0,21.0,38.0,40.0,57.0,58.0,56,62,21,15,33,63,41,57,63,33,RB
175,69,1,2,75.0,43.0,47.0,57.0,54.0,61.0,48,47,48,39,44,69,77,69,57,35,RB
188,75,0,2,53.0,26.0,32.0,37.0,59.0,68.0,27,57,24,23,35,52,57,77,54,36,CB
186,77,1,2,57.0,26.0,38.0,47.0,56.0,64.0,23,56,27,22,43,50,62,59,65,22,CB
172,68,1,2,62.0,58.0,41.0,55.0,23.0,57.0,34,65,33,35,35,58,67,62,34,66,ST
180,71,0,2,67.0,45.0,60.0,63.0,44.0,52.0,52,39,50,45,63,75,74,53,43,49,CM
174,69,0,2,74.0,29.0,39.0,60.0,55.0,52.0,44,36,30,35,29,76,78,68,48,33,LB
178,74,1,2,63.0,53.0,56.0,60.0,53.0,66.0,43,45,42,44,60,68,72,68,68,50,CM
179,72,1,2,63.0,51.0,56.0,61.0,57.0,57.0,49,50,45,44,58,63,63,66,58,51,CM
180,75,0,2,69.0,65.0,51.0,57.0,32.0,47.0,56,48,60,50,46,53,65,41,33,62,LW
172,65,1,2,72.0,49.0,54.0,61.0,28.0,49.0,47,37,47,51,57,72,51,54,29,40,CAM
179,72,0,2,65.0,37.0,53.0,51.0,53.0,61.0,59,48,39,41,57,62,68,51,49,49,LB
189,90,1,3,86.0,53.0,49.0,61.0,32.0,72.0,52,49,48,28,47,74,76,66,54,51,ST
182,71,0,3,69.0,43.0,59.0,65.0,30.0,53.0,53,38,52,51,61,77,65,70,38,45,CAM
174,70,1,2,65.0,48.0,58.0,61.0,54.0,51.0,59,48,45,41,63,78,84,66,62,42,CM
183,76,0,2,56.0,31.0,43.0,37.0,57.0,68.0,35,58,36,24,45,34,59,45,59,38,CB
180,72,1,4,70.0,53.0,55.0,64.0,41.0,50.0,56,42,60,48,54,76,72,53,45,54,CAM
179,68,0,2,74.0,56.0,38.0,56.0,22.0,54.0,28,56,42,28,31,59,71,61,31,64,ST
170,60,1,2,65.0,39.0,52.0,54.0,54.0,52.0,58,40,50,34,51,74,83,64,54,36,RB
178,72,0,2,62.0,54.0,55.0,59.0,48.0,61.0,47,49,35,39,52,60,68,70,57,43,CM
181,78,1,3,71.0,57.0,46.0,58.0,22.0,54.0,36,56,50,39,41,67,66,69,36,62,ST
189,83,1,2,59.0,33.0,43.0,54.0,57.0,63.0,33,60,44,32,48,62,48,67,58,34,CB
175,71,1,2,70.0,56.0,45.0,59.0,20.0,62.0,34,57,42,45,38,78,78,77,41,62,ST
180,68,0,2,61.0,47.0,59.0,62.0,54.0,59.0,62,50,40,43,60,60,66,66,60,42,CM
164,61,1,2,54.0,60.0,45.0,59.0,31.0,53.0,33,69,42,30,40,62,90,69,55,65,ST
168,67,1,2,60.0,52.0,53.0,58.0,49.0,51.0,41,47,34,37,51,60,64,61,61,37,CM
181,70,1,3,65.0,56.0,51.0,58.0,38.0,63.0,42,52,48,44,47,52,64,61,54,50,CF
171,72,1,2,76.0,44.0,57.0,64.0,51.0,43.0,44,52,46,43,60,62,69,58,61,42,CM
180,68,1,2,50.0,61.0,42.0,55.0,23.0,58.0,34,65,46,34,38,48,70,69,39,74,ST
178,70,0,2,72.0,35.0,44.0,42.0,58.0,60.0,42,56,34,27,50,70,58,71,62,29,LB
177,77,1,2,62.0,49.0,54.0,56.0,55.0,62.0,43,52,44,50,58,68,65,64,64,40,CDM
175,63,1,3,82.0,50.0,51.0,65.0,23.0,34.0,54,30,50,39,42,82,79,64,24,51,RM
169,69,1,2,71.0,49.0,54.0,60.0,31.0,53.0,55,37,48,40,52,64,83,52,43,46,RM
181,68,1,2,78.0,53.0,50.0,59.0,23.0,46.0,55,38,38,31,45,64,63,56,26,51,RW
170,66,1,2,64.0,52.0,56.0,63.0,44.0,55.0,46,39,48,41,59,70,83,61,48,50,CM
173,65,1,2,64.0,49.0,53.0,59.0,51.0,50.0,40,49,37,34,60,58,58,60,47,33,CM
173,63,1,3,90.0,43.0,48.0,66.0,22.0,29.0,61,21,56,32,32,84,77,38,26,31,RM
178,70,1,2,68.0,55.0,55.0,59.0,37.0,53.0,48,40,44,60,57,70,70,56,40,43,CAM
178,63,1,2,58.0,59.0,38.0,60.0,20.0,55.0,25,55,39,30,34,57,60,61,28,60,ST
188,71,1,2,60.0,40.0,56.0,58.0,49.0,59.0,39,43,45,38,64,60,54,53,46,37,CM
173,67,1,2,61.0,53.0,53.0,58.0,51.0,46.0,38,40,41,38,60,62,70,58,38,41,CM
173,63,0,3,64.0,49.0,54.0,57.0,30.0,49.0,50,34,37,33,55,60,56,47,40,41,RM
186,89,1,4,87.0,51.0,48.0,60.0,29.0,66.0,51,43,47,40,44,77,75,70,49,48,LM
176,67,0,2,79.0,31.0,51.0,57.0,52.0,55.0,57,49,39,41,49,77,71,69,49,24,LB
193,87,0,2,68.0,55.0,38.0,55.0,26.0,71.0,20,68,26,28,32,42,53,69,58,58,ST
182,74,1,3,68.0,49.0,57.0,59.0,57.0,52.0,50,59,51,49,60,64,74,66,57,47,CM
175,65,1,2,83.0,55.0,47.0,59.0,35.0,52.0,45,58,47,44,39,76,69,68,50,53,RM
178,73,1,2,78.0,59.0,49.0,63.0,27.0,56.0,52,51,51,43,39,78,68,76,48,56,RM
175,65,1,2,73.0,54.0,45.0,64.0,27.0,47.0,67,31,42,35,37,73,78,55,33,52,RM
181,65,1,3,71.0,53.0,55.0,61.0,42.0,49.0,42,36,53,34,60,65,69,46,28,49,CM
172,74,1,2,53.0,61.0,47.0,56.0,22.0,48.0,38,64,49,41,33,55,73,67,32,66,ST
174,73,1,2,69.0,49.0,55.0,61.0,51.0,63.0,42,51,48,45,62,73,71,64,56,46,CM
187,75,1,2,51.0,37.0,52.0,48.0,59.0,62.0,47,51,42,39,53,47,52,68,56,46,CB
186,75,1,2,62.0,26.0,35.0,37.0,58.0,65.0,28,52,23,31,32,49,57,67,57,39,CB
175,70,1,3,64.0,57.0,51.0,63.0,19.0,55.0,52,53,55,56,40,70,68,67,33,55,ST
181,77,1,3,70.0,54.0,58.0,62.0,48.0,62.0,55,48,48,44,61,73,77,57,50,48,CM
183,77,1,2,63.0,25.0,41.0,44.0,57.0,67.0,42,54,20,26,45,63,57,64,62,31,CB
186,85,1,2,65.0,54.0,51.0,59.0,36.0,66.0,48,58,42,38,52,65,68,66,58,50,ST
183,72,1,2,64.0,27.0,35.0,41.0,59.0,66.0,27,58,24,31,32,61,67,66,60,42,CB
177,70,1,2,74.0,43.0,49.0,63.0,24.0,39.0,51,40,41,37,38,75,72,53,29,38,RM
180,70,1,2,64.0,42.0,60.0,62.0,53.0,53.0,58,49,50,46,57,67,68,59,60,36,CM
168,65,1,3,62.0,43.0,51.0,65.0,54.0,54.0,40,32,40,37,55,70,83,70,56,41,CDM
183,73,1,3,71.0,43.0,54.0,60.0,51.0,70.0,47,54,52,43,54,77,73,79,67,48,CDM
183,72,1,2,62.0,59.0,55.0,59.0,34.0,56.0,54,60,52,42,53,64,63,72,47,48,CAM
177,70,0,3,80.0,47.0,46.0,65.0,27.0,49.0,44,42,42,36,43,77,82,38,31,57,LM
177,70,1,2,80.0,51.0,51.0,56.0,27.0,50.0,45,37,40,34,55,52,54,45,31,48,RW
181,78,1,2,63.0,56.0,63.0,57.0,47.0,40.0,63,42,68,67,63,66,60,62,52,54,CAM
183,73,1,2,64.0,58.0,41.0,56.0,21.0,51.0,38,62,48,38,32,54,59,64,21,57,ST
180,80,0,2,73.0,32.0,49.0,56.0,53.0,70.0,51,55,40,28,53,60,57,62,59,31,LB
179,74,1,2,67.0,46.0,54.0,62.0,30.0,51.0,47,39,40,38,54,78,75,52,35,40,CAM
168,71,1,2,74.0,47.0,53.0,59.0,52.0,49.0,46,50,43,43,56,91,90,54,55,45,RWB
179,75,1,2,60.0,30.0,43.0,42.0,59.0,54.0,54,54,27,34,40,47,66,54,49,47,LB
184,73,1,2,54.0,54.0,56.0,59.0,54.0,61.0,50,53,43,33,59,63,60,55,62,54,CM
187,78,1,2,76.0,57.0,44.0,61.0,19.0,57.0,34,57,51,24,32,68,68,62,49,51,ST
182,70,1,2,73.0,32.0,47.0,56.0,54.0,43.0,66,23,41,39,38,72,63,34,53,42,RB
184,74,1,2,69.0,25.0,40.0,45.0,57.0,63.0,46,45,29,25,37,47,60,76,45,36,RB
179,67,1,2,65.0,49.0,53.0,58.0,47.0,52.0,49,46,31,30,54,51,71,60,54,44,RM
185,74,0,2,69.0,59.0,49.0,61.0,30.0,51.0,52,46,42,35,44,64,77,44,39,51,LW
192,83,1,2,66.0,36.0,49.0,52.0,57.0,67.0,42,58,33,31,54,64,48,70,56,51,CB
197,83,1,2,55.0,27.0,41.0,38.0,56.0,72.0,34,53,30,27,41,47,33,76,56,38,CB
172,65,0,3,60.0,55.0,57.0,61.0,24.0,34.0,58,27,60,47,56,62,76,36,25,49,LW
185,74,1,2,75.0,55.0,48.0,59.0,24.0,59.0,40,52,39,30,49,58,65,64,39,47,ST
182,71,1,2,68.0,26.0,49.0,50.0,54.0,61.0,57,54,32,35,52,69,65,66,60,24,RWB
180,70,1,2,69.0,35.0,47.0,50.0,57.0,59.0,48,51,39,25,45,65,60,66,56,32,RB
182,83,1,2,48.0,33.0,37.0,53.0,63.0,70.0,44,60,30,35,32,55,58,65,61,36,RB
176,76,1,2,66.0,42.0,54.0,62.0,47.0,66.0,45,40,40,29,62,73,62,55,58,40,CM
170,72,1,3,83.0,54.0,41.0,67.0,19.0,52.0,29,49,49,29,35,80,75,63,33,53,CF
195,80,1,2,53.0,30.0,38.0,39.0,58.0,61.0,32,63,27,25,40,34,34,64,53,33,CB
186,71,1,2,58.0,59.0,49.0,56.0,22.0,50.0,43,58,42,40,45,55,59,60,36,52,ST
180,70,0,2,72.0,44.0,53.0,54.0,57.0,64.0,49,50,44,42,51,67,71,83,51,48,CB
177,70,1,2,75.0,40.0,58.0,61.0,51.0,65.0,58,51,51,35,62,74,73,71,57,39,CM
188,72,1,3,58.0,59.0,41.0,53.0,25.0,68.0,26,62,36,30,39,55,70,62,39,49,ST
192,80,1,3,69.0,52.0,55.0,61.0,56.0,66.0,45,59,49,48,59,70,74,66,64,42,CM
165,62,1,3,68.0,38.0,53.0,59.0,55.0,50.0,38,48,44,36,63,67,83,62,57,43,CDM
166,56,1,3,75.0,44.0,55.0,65.0,37.0,40.0,47,40,44,42,55,80,85,62,45,45,CAM
187,81,1,2,72.0,48.0,51.0,56.0,48.0,62.0,55,45,32,34,54,70,55,55,40,40,RM
172,65,1,2,68.0,50.0,55.0,62.0,58.0,61.0,48,56,52,48,58,70,72,68,65,53,CM
186,78,1,2,69.0,41.0,42.0,45.0,59.0,56.0,33,56,30,27,59,54,61,63,47,60,CB
188,72,0,2,57.0,29.0,40.0,35.0,60.0,64.0,29,50,31,28,45,42,55,65,50,34,CB
187,77,1,2,65.0,29.0,35.0,39.0,60.0,62.0,35,53,29,31,33,63,55,73,55,47,CB
191,79,1,2,71.0,25.0,39.0,39.0,59.0,62.0,43,64,26,25,38,48,47,70,40,31,CB
190,80,1,2,57.0,22.0,39.0,47.0,59.0,66.0,26,41,24,20,50,39,41,75,54,31,CB
175,68,1,2,66.0,43.0,57.0,63.0,47.0,53.0,51,41,46,38,61,61,72,62,36,44,CM
178,68,1,2,62.0,25.0,41.0,42.0,56.0,68.0,31,57,30,30,48,48,52,82,55,31,CB
176,72,0,2,69.0,28.0,45.0,48.0,55.0,61.0,50,43,32,33,45,57,70,65,48,33,LB
182,73,0,2,59.0,28.0,33.0,39.0,62.0,59.0,34,62,33,31,28,45,76,73,50,46,CB
179,69,1,2,63.0,55.0,42.0,52.0,19.0,56.0,27,60,30,27,45,60,72,66,30,57,ST
187,72,1,2,83.0,56.0,45.0,60.0,25.0,48.0,40,39,43,34,47,70,70,48,59,53,CF
183,67,1,2,64.0,43.0,59.0,57.0,57.0,59.0,48,52,41,41,64,63,65,66,58,50,CM
176,66,1,2,69.0,47.0,57.0,61.0,50.0,51.0,44,55,49,42,66,58,76,59,63,55,CM
178,72,0,2,75.0,42.0,52.0,59.0,51.0,57.0,55,44,54,42,45,74,60,66,50,40,LWB
164,67,1,3,63.0,49.0,58.0,60.0,35.0,58.0,55,38,48,39,54,64,64,60,60,50,CAM
180,72,1,2,77.0,43.0,50.0,57.0,53.0,62.0,50,49,49,39,47,72,73,58,60,39,RWB
186,81,1,2,64.0,59.0,41.0,51.0,28.0,60.0,35,61,33,35,32,55,55,62,41,62,ST
181,72,1,2,63.0,48.0,53.0,63.0,32.0,47.0,52,40,49,41,49,69,67,56,33,51,LM
176,73,0,2,64.0,48.0,56.0,61.0,25.0,45.0,61,37,62,39,55,55,71,47,25,45,LM
